author,rating,content,images,videos,title,created_at,verified_purchase
SHAIL PANDEY,5,"Beautiful suit, such a vibrant colour, very happy to receive the packet,😍😍",,,,2024-03-17 12:59:12,ACTIVE
Thrinethra VigneshKumar,3,Product won't look bright as shown in pics. It is very average and doesn't look grand,,,,2024-05-22 08:18:27,ACTIVE
Padma chinthakuntla,4,Nice dress same as shown in the picture 🤩,https://assets.myntassets.com/assets/images/2024/5/30/68fd6133-c020-4ded-a3e0-bd04659829b91717064648116-image975.jpg,,,2024-05-30 10:25:10,ACTIVE
Kajol Roy,5,Very good product.I am so happy &very exited for this  dress. Thank you Myntra 😊,https://assets.myntassets.com/assets/images/2024/3/10/4ae562c7-ef80-4c07-b5ba-56b507c4263e1710084203733-image796.jpg,,,2024-03-10 15:24:06,ACTIVE
Ranjan khatri,4,Fabric quality is good and size is good too ,,,,2024-02-16 16:48:34,ACTIVE
ShitalRBawaskar,4,Dress  fit so well and they look amazing 😍,,,,2024-06-06 08:14:00,ACTIVE
Advocate Neeraj Kumar,4,as expected we have to purchase if required ,,,,2024-02-07 10:14:10,ACTIVE
Lalita Yadav,5,Just loved it ...fabric quality is good ...i again buy same outfit for my mother.,,,,2024-03-28 06:47:09,ACTIVE
Deepika,3,Very good product in this price but size not OK however change request has been placed,,,,2024-04-17 09:33:14,ACTIVE
Myntra Customer,5,"Colour, design fabric and fitting every thing is perfect  
Beautiful dress ",,,,2024-06-04 11:07:35,ACTIVE
Priya,5,Nice suit & Nice material Jo dikhaya wahi cheez hai m so Happy thank u myntra🥰,,,,2024-02-18 15:17:35,ACTIVE
Myntra Customer,4,"Good quality but colour thoda light h  
",,,,2024-05-13 04:56:11,ACTIVE
Vishal,4,Color combination with dupatta is good ,,,,2024-05-29 11:33:03,ACTIVE
nanda kumar,4,"Good one looking gargeous go with it
",,,,2024-03-12 02:05:34,ACTIVE
Priya G K,5,Super happy with my purchase 😊😊 very nice and elegant suit set 👏👏,https://assets.myntassets.com/assets/images/2024/4/20/757e0b9f-c892-4cfa-a172-5b88a49e372a1713618657778-image153.jpg,,,2024-04-20 13:11:36,ACTIVE
Komal,5,"So Beautiful so original just like a wow.  Exactly like a profile picture.worth of buying. Liked it.
",,,,2023-12-04 15:06:05,ACTIVE
Myntra Customer,4,,https://assets.myntassets.com/assets/images/2024/5/8/f8028b74-7f25-4105-83db-05020c5bbda51715182309938-image503.jpg;https://assets.myntassets.com/assets/images/2024/5/8/3664df4d-d824-4f67-bb0b-56dc97fe4dec1715182310147-image649.jpg,,,2024-05-08 15:31:55,ACTIVE
Priya,5,Very good quality dress material 👌..I'm so satisfied...must buy it 💖,,,,2024-05-16 14:04:50,ACTIVE
Amrutha,4,Good one same as shown in image ❤️,,,,2024-05-01 05:10:36,ACTIVE
vikas singh,4,according the the price...just amazing,,,,2024-05-26 08:01:02,ACTIVE
Rukmini Joshi,4,Good product at reasonable price ,,,,2024-04-29 15:45:05,ACTIVE
divi,4,"Veery good fabric and nice dress
",,,,2024-05-30 14:02:26,ACTIVE
Chanda sona,4,"Nice quality and perfect size 😍 
",,,,2024-04-23 09:38:42,ACTIVE
Priya,5,A great buy at this price. Color and fit are perfect. Thanks Myntra! ,,,,2024-06-05 03:04:47,ACTIVE
Latha.R,4,Nice size issues but good 👍🏻 ,,,,2024-06-01 13:53:04,ACTIVE
Seema,4,Bahut achchha h.....same as picture,,,,2024-06-03 14:54:41,ACTIVE
Sai Krishna Sahoo,5,"fit is good, and fabric quality is great , its comfortable to wear .",,,,2024-06-04 03:54:55,ACTIVE
Sandhya Patil,5,"Dress is very beautiful, nd material of dress as shown as picture 
",,,,2024-06-01 10:38:49,ACTIVE
Vandana Mendiratta,5,"I gifted this to my sister, she liked it very much..... thanks Myntra 👍",,,,2024-03-19 14:17:42,ACTIVE
Debajani Behura,5,"Ordered this one for my friend 
 She really loved it. Thank you Myntra.",,,,2024-05-15 03:51:36,ACTIVE
Sam,4,Good quality product. Size is large,,,,2024-05-26 15:36:52,ACTIVE
Myntra Customer,4,Good fabric and material so good ,,,,2024-05-15 12:48:06,ACTIVE
Dr  birendra kumar pandey,5,"  Every thing is good but too much loose
But I love this product",,,,2024-05-29 01:25:11,ACTIVE
Shefali Thakur,3,My maa liked it and the color is exactly the same as shown in the picture. ,,,,2024-05-20 10:44:30,ACTIVE
Myntra Customer,4,Very beautiful thank you mintra ,,,,2024-04-25 15:09:21,ACTIVE
Sandeep Kumar Srivastava,4,"it's good , I am happy 😊😊",,,,2024-05-23 16:12:19,ACTIVE
Atul Kumar Singh,4,Good Quality but fitting issue ,,,,2024-05-16 14:22:16,ACTIVE
Myntra Customer,4,It was wonderful nice fitting ,,,,2024-05-10 13:05:20,ACTIVE
Aishwarya,4,Red is love with elgnent dress,,,,2024-05-29 08:45:50,ACTIVE
Prachi,5,Nice set quality is also good size is also better thank u myntra,,,,2024-05-22 04:31:25,ACTIVE
Nikita Mishra,4,Awesome .very comfortable fabric and fit,https://assets.myntassets.com/assets/images/2024/5/18/24a871bf-e7fc-4251-b22d-2f2b413a18ce1716021094191-image226.jpg,,,2024-05-18 08:32:11,ACTIVE
Bhuvaneswari,4,Duppata was awesome. Nice dress,,,,2024-03-13 07:00:24,ACTIVE
archana singh,5,"It's too good.
Same as shown in the picture.
Really satisfied 😊",,,,2024-04-21 13:22:09,ACTIVE
Gaurav Jadhav,5,"Amezing item. If you are looking something like this, purchase it.",,,,2024-05-12 18:47:55,ACTIVE
Sarika,4,Awesome set ... Must buy... ,,,,2024-03-20 11:56:06,ACTIVE
Sowjanya,5,Nice fabric . I love it ❣️😍😍😍,,,,2024-06-07 06:30:43,ACTIVE
Swapnil,4,Good quality worth the money ,,,,2024-05-29 17:03:47,ACTIVE
Iqra anam Fatima,3,"Cloth is nice quality is also good 
No idea what will happen after wash ",,,,2024-05-28 08:09:14,ACTIVE
Ragini Andhale,5,"Loved it !! Beautiful dress ♥️ lovely fit and material ! 
",,,,2024-05-30 09:19:32,ACTIVE
Meghana,4,Material quality is good 👍,,,,2024-04-27 00:57:28,ACTIVE
Akansha,4,The fabric is good..i like it,https://assets.myntassets.com/assets/images/2024/5/27/9d502401-c041-4d3c-b872-3b6bb18864461716833870743-image119.jpg,,,2024-05-27 18:18:32,ACTIVE
Myntra Customer,4,"Good. Same as shown in image
",,,,2024-06-02 07:52:51,ACTIVE
Myntra Customer,5,Very nice products 👌jaise dekhata same aaya hai thank you mayntra,,,,2024-02-20 06:39:32,ACTIVE
Myntra Customer,4,"Nice experience with seller
",,,,2024-04-07 06:12:42,ACTIVE
Malti Dwivedi,4,"Nice, and good looking dress",,,,2024-05-03 06:39:23,ACTIVE
yogesh biradar,4,Naise product value for money,,,,2024-05-14 18:39:58,ACTIVE
Ranjitha n k,5,"I love it 
A very smoothly and looking very  beautiful 😍

",,,,2024-06-05 15:31:57,ACTIVE
Shital Balurao Tribhuvan,5,"Love the fabric, colour same as shown in picture really like it",,,,2024-04-20 12:52:59,ACTIVE
Divya,4,Material Wass too good 😊,,,,2024-03-26 09:15:32,ACTIVE
Jasmine Behera,5,The product was awesome without hesitation guys buy it ...❤️,,,,2024-03-22 09:19:05,ACTIVE
Nidhi,5,Good material colour is very good nice print I love this suit ,,,,2024-04-26 17:08:34,ACTIVE
Priyanka,4,Nice quality in this price ,,,,2024-04-21 14:53:53,ACTIVE
Myntra Customer,4,Good product go for it 💯,,,,2024-06-01 05:24:10,ACTIVE
sailaja pammi,4,Good product nice fitting ,,,,2024-05-31 23:56:44,ACTIVE
Vommena Haranath,5,Very good material but it is a straight cut somewhat tight ,,,,2024-06-02 16:55:47,ACTIVE
diptee nawal,4,"Good product and
Good cloth ",,,,2024-05-06 04:13:19,ACTIVE
Deepika,4,Material quality very good ,,,,2024-02-26 15:47:23,ACTIVE
Dr Kavita,5,"Speechless. Material, fi tting, customer care service nice
",,,,2024-06-05 05:47:36,ACTIVE
Pooja Mishra,4,Nice suit and fabric 💯,,,,2024-04-27 09:13:04,ACTIVE
Rakhi,5,"
I ordered it for my bhabhi maa and she loved it...
Thanku Myntra...
",,,,2024-01-13 04:46:25,ACTIVE
hitendra singh,4,Nice quality just love it,https://assets.myntassets.com/assets/images/2024/4/30/ea12324c-240b-4809-964e-34880a63994b1714493256560-image856.jpg,,,2024-04-30 16:07:43,ACTIVE
swapnil jaiswal,5,Awesome product fabric quality is very good overall good ,,,,2024-06-02 08:53:48,ACTIVE
Vishal Kumar,4,Good design and fabric.,,,,2024-05-01 15:38:27,ACTIVE
sayli,5,Must buy...worth it ... Such a nice suit...I just loved it,,,,2024-04-08 05:16:00,ACTIVE
Shikha,5,"The set is too beautiful, with long dupatta which I loved the most..perfect.
",,,,2023-12-23 17:48:58,ACTIVE
Tripti Lekha Kalita,4,"I like kalini kurta set
",,,,2024-03-27 06:36:27,ACTIVE
Reeta,4,Ok product.qulity good ,,,,2024-03-20 09:50:06,ACTIVE
Sunita,4,"Good 👍🏻 Quality 

",,,,2024-05-31 11:00:36,ACTIVE
Pavithra,5,Received the product as it is. Quite nice and good looking. ,,,,2024-04-01 10:15:14,ACTIVE
Dimple Vyas,5,"Great material..looks rich..got many compliments at work

",,,,2024-04-19 12:06:44,ACTIVE
Monu Malothra,5,Very good clothes 👍aankh bnd krke aap order kr sakte h,,,,2024-05-01 06:10:53,ACTIVE
Asad khan,4,It's must buy suit set,https://assets.myntassets.com/assets/images/2024/4/22/a22fb91d-434a-4c49-9195-f0cb494d49e41713786395645-image539.jpg,,,2024-04-22 11:46:56,ACTIVE
Prasobh J Mechery,4,Nice cotton mix kurta,,,,2024-03-19 12:29:06,ACTIVE
Karunaben Ronakkumar Darji,3,Quality is good ..delivery to early ..I m satisfied this product,,,,2024-04-18 03:34:32,ACTIVE
Madhurireddy Pathireddy,4,Good and comfortable ,,,,2024-05-02 14:44:56,ACTIVE
Pinky,4,My sister liked this ,,,,2024-05-08 15:20:51,ACTIVE
swathi,4,"Nice dress, go for it ",https://assets.myntassets.com/assets/images/2024/5/14/2a8f0860-b4a2-4778-8000-fbbd7feac7691715697042934-image332.jpg,,,2024-05-14 14:30:45,ACTIVE
Donam,5,"I'm so happy for these product😍
Thank you myntra❤️",,,,2024-05-18 22:52:43,ACTIVE
Swapna,3,"Dress size is very long 
Long top
Pant quality is not good",,,,2024-02-02 12:41:05,ACTIVE
Khushboo,3,"Fabric is good and also light weight, comfortable for the summer.",,,,2024-05-23 15:17:14,ACTIVE
Akshaya sayooj,5,Nice product. Very comfortable cloth. Loved it very much,,,,2024-04-13 10:10:13,ACTIVE
THALAPATHY,5,Super and nice wroth for price and quality is also good ,,,,2024-05-10 05:33:18,ACTIVE
Soumyaranjan,5,"Good cotton material 
Thank you to the concern sealer ",,,,2024-06-03 11:06:30,ACTIVE
Mani,5,Beautiful kurti set....nice fabric...and colour...👌,,,,2024-05-30 04:13:38,ACTIVE
Komal Soni,5,One of the comfortable kurta and trouser thanks kalini ,,,,2024-04-23 13:59:54,ACTIVE
Etisha,5,"It's a nice product,well fitted too with a nice print.",,,,2024-05-24 10:14:56,ACTIVE
Laxmi,5,"The quality was amazing and the fabric was very soft
",,,,2024-06-03 09:34:42,ACTIVE
Myntra Customer,5,"Fantastic 😍 
I loved it 
It's my favourite colour ",,,,2024-05-09 12:24:57,ACTIVE
keerthi,4,Good and as expected ,,,,2024-05-29 18:40:31,ACTIVE
ayesha,5,Osm brand quality  was very good I am happy to buy this product,https://assets.myntassets.com/assets/images/2024/4/24/4d8c46e7-c42f-42a8-8792-751398655bb01713951353893-image685.jpg,,,2024-04-24 09:36:03,ACTIVE
shivani,5,Product quality is good.and delivery speed khup mst ah ,,,,2024-04-07 11:01:09,ACTIVE
Sunil kumar,5,"Fabulous n very good quality with affordable price...
",,,,2024-04-17 12:03:06,ACTIVE
Rahul Rocy,5,"Pretty Colour ,same as in the picture 
Goo for it!!!!!",,,,2024-05-12 02:48:06,ACTIVE
HALF DIP GAMING,5,"I loved it , thank u for this beautiful product😍❤",,,,2024-04-23 15:14:53,ACTIVE
Tapaswini,5,Product is really very very good . In this price it's just wow.❤️❤️,,,,2023-12-14 07:58:33,ACTIVE
Myntra Customer,5,"Very nice fabric prit and fitting,,, affordable also",,,,2024-04-15 13:47:29,ACTIVE
Sneha,5,"Just amazing 😍🤩 
Go for it..
Love this fabric.",,,,2024-05-10 03:19:51,ACTIVE
Mounika,5,"Lovely color and nice fit !!!!!! Loved the kurta.
",,,,2024-05-29 08:49:00,ACTIVE
Myntra Customer,5,Superb material afterwash thoda colour fade aya but ok ,,,,2024-02-24 06:01:55,ACTIVE
Myntra Customer,5,"I love this kurta set . Thank to myntra.too good 
",,,,2024-04-13 09:20:36,ACTIVE
Myntra Customer,5,The colour and quality is too good. Good for it .,,,,2024-06-04 19:35:51,ACTIVE
Shashi Kuqshal,5,"Wao lovely dress 😊😊
Thanks Myntra ❤️❤️",https://assets.myntassets.com/assets/images/2024/4/8/e5f329d7-0f5a-4eca-ac87-bda4280178171712561348709-image133.jpg,,,2024-04-08 07:32:11,ACTIVE
Deepa Kalouni,5,Its very beautiful. I am feeling very comfortable. ,https://assets.myntassets.com/assets/images/2024/5/5/34eea9f8-fb3a-4c52-8ec9-d79294c179a71714906231782-image666.jpg,,,2024-05-05 10:51:01,ACTIVE
Siddharth Saxena,5,Cloth quality is best and thanks for offers myntra.,,,,2024-05-02 09:45:21,ACTIVE
Heny Shukla,5,Beautiful colour and size is perfect! Good quality ,,,,2024-04-10 06:25:13,ACTIVE
amriti priya,5,Suit bhut achcha hai  kisi party ke liye achha hai ,,,,2024-04-20 00:32:43,ACTIVE
Vijay Kumar,5,"Good product, design, colour everything is good ",,,,2024-06-03 06:03:03,ACTIVE
Harsha,5,Same as displayed… good quality and fit👌🏻,,,,2024-05-03 20:44:19,ACTIVE
Khushi,5,😍I love it thankyou Myntra I love your service,https://assets.myntassets.com/assets/images/2024/4/10/3d5d9bfb-8694-4910-a196-38be7ab828e01712692713276-image93.jpg,,,2024-04-09 19:59:18,ACTIVE
kalpana badoni,5,Color is same as shown in picture. Overall good ,,,,2024-06-07 09:38:46,ACTIVE
Kajal Hirwate,5,Thank you Myntra for wonderful fabric and dress ,,,,2024-06-06 18:36:13,ACTIVE
Hiteshwari Gohil,5,Awesome material..... Product is worth the money,,,,2024-06-06 12:27:06,ACTIVE
Anshul Rana,5,Great product in budget with good material & quality…!!,,,,2024-06-06 14:30:33,ACTIVE
Debasis Mandal,5,"Really amazing fabric quality and superb design 
",,,,2024-04-07 18:29:23,ACTIVE
Akriti mishra,5,Nice clothes 😊 better quality thank u Myntra ,,,,2024-05-25 12:11:20,ACTIVE
Shiny,5,"Very good , product deliver same like display ",,,,2024-05-31 17:38:04,ACTIVE
Doulykumari,5,Love the dress material fabric ♥️♥️♥️,,,,2024-03-24 17:27:20,ACTIVE
Santoshi singh,5,"Perfect for me
Just loved it
Colour was so bright",,,,2024-05-28 05:33:21,ACTIVE
Soumya Tigga,5,"Everything is perfect the fit the colour...

",,,,2024-05-20 06:38:27,ACTIVE
Supriya,5,"Very  pretty dress❤️ loved it 
Thank you Myntra. 
",,,,2024-02-07 10:33:54,ACTIVE
Josita Roopa,5,Beautiful.... Colour and design same it's worth it ,,,,2024-02-29 14:38:39,ACTIVE
Prabhakar,5,Excellent product quality ,,,,2024-04-08 03:41:49,ACTIVE
Suman Parmar,5,"I gifted to my friend n she loved it ☺️
",,,,2024-06-02 04:52:10,ACTIVE
Jubilee G,5,I RECOMMEND THIS KURTHI SET FOR COLLEGE WEAR,,,,2024-06-01 05:14:48,ACTIVE
Reema Salgaocar,5,Very nice colour n pattern exactly shown on image ,,,,2024-02-21 10:47:37,ACTIVE
Arpita Sentra,5,,https://assets.myntassets.com/assets/images/2024/4/5/e728eb4d-508e-43a6-9f83-f6292ef7686f1712255497688-image593.jpg,,,2024-04-04 18:31:40,ACTIVE
Rashmi,5,"Excellent I like this dress so much quality also good 
",,,,2024-01-17 07:09:50,ACTIVE
shikha rani,5,Beautiful dress...just loved it ...go for it.,,,,2024-04-29 15:34:40,ACTIVE
Ss,5,"Nice dress. Liked it. Worth paying.thank you
",,,,2024-04-24 06:22:12,ACTIVE
Vijeta Thakur,5,i loved it😍..justt go for itttt!!❤️✨,,,,2024-04-26 15:30:10,ACTIVE
Kamni Joshi,3,"Size issue otherwise quality wise is good product
",,,,2024-03-28 07:58:41,ACTIVE
Dimple Desai,5,Amazing design and colour and perfect size ,,,,2024-06-04 08:31:38,ACTIVE
Sumitra Baskey,5,Most comfortable dress and color is awesome ,,,,2024-05-23 01:01:50,ACTIVE
Yogesh,5,very nice dress quality of product too good.,,,,2024-05-04 20:13:30,ACTIVE
sushmitha shetty,5,"The quality is very good, worth the money. ",,,,2024-04-13 04:41:08,ACTIVE
Meenakshi,5,"Good material 
Same colour 
Nice and worth ",,,,2024-05-14 18:18:16,ACTIVE
Bhaswati kalita,3,Material is good but fitting is too loose as the size,,,,2024-05-30 07:20:26,ACTIVE
chesta singh,5,"Febric is good in this price nice colour 


",,,,2024-04-24 16:58:04,ACTIVE
Myntra Customer,5,"Awesome quality and price 
Really loved it 
",,,,2024-04-26 17:21:39,ACTIVE
Myntra Customer,5,So nice fabric I am so happy Thank you Myntra ,,,,2024-03-18 11:24:14,ACTIVE
shilpa,5,Material is very Nice. pant was very loose ,,,,2024-05-20 16:43:29,ACTIVE
Nandini Bhattacharjee,5,Very good fabric and comfortable to wear.,,,,2024-06-07 09:48:34,ACTIVE
Disha Kamdar,3,Bottoms are bad quality also size wise not good ..,,,,2024-04-12 08:44:33,ACTIVE
Bindu m,5,"Very nice nd super beautiful 😍😍😍
",,,,2024-05-17 17:11:54,ACTIVE
supriya parmar,5,It’s a perfect as shown as in picture ,,,,2024-06-02 09:12:59,ACTIVE
naznin shaikh,5,Material are very nice and comfortable ,,,,2024-06-02 08:29:03,ACTIVE
shweta,5,This dress I like ... good product 😍,https://assets.myntassets.com/assets/images/2024/5/30/f756f2b6-c230-44a6-8d9f-4d9c240ed6781717073094613-image82.jpg,,,2024-05-30 12:45:22,ACTIVE
Nasrin,5,Wow ..nice dress 4 out of 5,,,,2024-02-22 08:49:02,ACTIVE
Sowmya,5,"Very nice fabric cloth quality was good 
",,,,2024-06-04 13:19:51,ACTIVE
